魚の名前,英名,保存した画像ファイル名,分類,解説,image2,image3
アオギハゼ,Blue-striped cave goby,aogihaze2.jpg,ハゼ科,"全長：4cm
生息：岩礁域、サンゴ礁域の礁斜面の洞穴や亀裂内で逆さまに泳ぐ。水深
6-55m。
分布：紀伊半島以南の南日本、台湾など
レア度：★★★☆☆
人気：★★★☆☆
撮り易さ：★★☆☆☆",aogihaze5.jpg,aogihaze3.jpg
ベニハゼ,Caesiura dwarfgoby,benihaze1.jpg,ハゼ科,"全長：4cm
生息：岩礁域、サンゴ礁域の礁斜面。水深
3-20m。
分布：八丈島以南の南日本、インドから太平洋
レア度：★★★★☆

人気：★★★★☆

撮り易さ：★★★☆☆",benihaze2.jpg,欠損
カニハゼ,Signal goby,kanihaze5.jpg,ハゼ科,"全長：7cm
生息：内湾の泥底や砂泥底。水深
2-30m。
分布：インドネシアからバヌアツまでの西太平洋日本からの報告例はない
レア度：★★★★☆

人気：★★★★☆

撮り易さ：★★★☆☆
動きがユニークで、ひょこひょこ動く。",kanihaze6.jpg,kanihaze2.jpg
ダテハゼ,-,datehaze7.jpg,ハゼ科,"全長：13cm
生息：砂底や砂泥底でテッポウエビ類と共生する。水深
3-15m。
分布：千葉県以南の南日本、インドから太平洋
レア度：★★☆☆☆
人気：★★☆☆☆
撮り易さ：★★★☆☆",datehaze6.jpg,datehaze1.jpg
ホシハゼ,Starry goby,hoshihaze1.jpg,ハゼ科,"全長：7cm
生息：死サンゴ混じりの砂底やガレ場。水深
1-10m。
分布：千葉県以南の南日本、インドから太平洋
レア度：★★★☆☆
人気：★★☆☆☆
撮り易さ：★★★☆☆",hoshihaze2.jpg,hoshihaze3.jpg
オトメハゼ,Maiden goby,otomehaze4.jpg,ハゼ科,"全長：20cm
生息：岩礁域、サンゴ礁域の砂底。水深
1-35m。
分布：千葉県以南の南日本、インドから太平洋
レア度：★★☆☆☆
人気：★★☆☆☆
撮り易さ：★★★☆☆",otomehaze1.jpg,otomehaze2.jpg
オオモンハゼ,-,oomonhaze1.jpg,ハゼ科,"全長：7cm
生息：河口域やタイドプール、サンゴ礁域の砂底に生息する。
分布：八丈島、鹿児島県以南の南日本、西太平洋
レア度：★★★☆☆
人気：★☆☆☆☆
撮り易さ：★★★☆☆",欠損,欠損
コバンハゼ,-,kobanhaze1.jpg,ハゼ科,"全長：5cm
生息：ミドリイシ属などのサンゴ間。水深
3-6m。
分布：小笠原諸島、紀伊半島以南の南日本、台湾など
レア度：★★★☆☆
人気：★★★☆☆
撮り易さ：★★☆☆☆",欠損,欠損
コロンゴビー,Colon Goby,colongoby1.jpg,ハゼ科,"全長：4cm
生息：岩礁、サンゴ礁域の砂だまりや砂底。
分布：西大西洋、カリブ海
レア度：★★★★☆

人気：★★☆☆☆
撮り易さ：★★★☆☆",欠損,欠損
ローランドデモワゼル,Rolland's demoiselle,rollandsdemoiselle1.jpg,スズメダイ科,"全長：5cm
生息：サンゴ礁域。
分布：南シナ海、西太平洋
レア度：★★★☆☆
人気：★★★☆☆
撮り易さ：★★☆☆☆",rollandsdemoiselle4.jpg,rollandsdemoiselle7.jpg
オドリハゼ,Whitecap goby,odorihaze1.jpg,ハゼ科,"全長：4cm
生息：サンゴ礁域の礁池、ドロップオフ下の砂地に、ダンスシュリンプゴビーと生息する。
分布：紀伊半島以南、琉球列島、インド洋から西太平洋
レア度：★★★★☆

人気：★★★★☆

撮り易さ：★★☆☆☆",odorihaze2.jpg,欠損
アオイソハゼ,Prasites pygmy goby,aoisohaze3.jpg,ハゼ科,"全長：3cm
生息：岩礁域、サンゴ礁域の礁斜面、ガレ場に生息する。水深
3-20m。
分布：紀伊半島以南の南日本
レア度：★★★☆☆
人気：★★☆☆☆
撮り易さ：★★★☆☆",aoisohaze2.jpg,aoisohaze5.jpg
ギンガハゼ,Yellow prawn-goby,gingahaze6.jpg,ハゼ科,"全長：7cm
生息：内湾の泥底、砂泥底でテッポウエビ類と共生する。水深
1-6m。
分布：琉球列島、八重山諸島、インドから太平洋
レア度：★★★☆☆
人気：★★★☆☆
撮り易さ：★★★☆☆",gingahaze4.jpg,gingahaze1.jpg
アカメハゼ,Redeye goby,akamehaze2.jpg,ハゼ科,"全長：3cm
生息：サンゴの周囲をホバリング。水深
1-20m。
分布：琉球列島、八重山諸島、インドから太平洋
レア度：★★★☆☆
人気：★★★☆☆
撮り易さ：★★★☆☆",akamehaze1.jpg,欠損
リュウグウハゼ,Beauty goby,ryuguhaze1.jpg,ハゼ科,"全長：14cm
分布：北海道から瀬戸内海
レア度：★★★★☆

人気：★★☆☆☆
写真映え：★★★☆☆
14cmまで成長する比較的大型なハゼ。特に北海道西部でよく見かける。",ryuguhaze2.jpg,ryuguhaze3.jpg
ヤシャハゼ,-,yashahaze5.jpg,ハゼ科,"全長：6cm
生息：礫混じりの砂底でテッポウエビと共生する。水深
15-55m。
分布：千葉県以南の南日本、西太平洋
レア度：★★★★☆

人気：★★★★☆

撮り易さ：★★☆☆☆",yashahaze6.jpg,yashahaze1.jpg
オニハゼ属の1種-1,-,onihaze1-2.jpg,ハゼ科,"全長：10cm
生息：礫混じりの砂底でテッポウエビと共生する。
分布：柏島
レア度：★★★★★
人気：★★★★☆

撮り易さ：★★★☆☆",onihaze1-1.jpg,欠損
イソハゼ属の１種-2,-,isohaze2-1.jpg,ハゼ科,"全長：3cm
生息：岩礁域、サンゴ礁域の礁斜面。水深
15-30m。
分布：琉球列島、八重山諸島
レア度：★★★★☆

人気：★★☆☆☆
撮り易さ：★★★☆☆
「改訂版　日本のハゼ」に記載のイソハゼ属の1種-8と思われる。",欠損,欠損
イソハゼ属の１種-4,-,isohaze4-1.jpg,ハゼ科,"全長：2cm
生息：サンゴ礁域の洞穴内の砂底。
分布：パラオのシャンデリアケーブに生息していた
レア度：★★★★★
人気：★★☆☆☆
撮り易さ：★★★☆☆
未記載種？",isohaze4-0.jpg,isohaze4-0.jpg
イソハゼ属の１種-1,-,isohaze1-2.jpg,ハゼ科,"全長：3cm
生息：岩礁域、サンゴ礁域の礁斜面。水深
3-15m。
分布：琉球列島、八重山諸島
レア度：★★★★★
人気：★★☆☆☆
撮り易さ：★★★☆☆
「改訂版　日本のハゼ」に記載のイソハゼ属の1種-4と思われる。",isohaze1-1.jpg,欠損
モエギハゼ,Fairygoby sp.,moegihaze1.jpg,ハゼ科,"全長：4cm
分布：石垣島、西表島
レア度：★★★★★
人気：★★★★★
写真映え：★★★★★
内湾やサンゴ礁域のガレ場に生息する。水深は４０ｍ以深で見られることが多い。",moegihaze3.jpg,moegihaze2.jpg
イソハゼ属の１種-3,-,isohaze3-1.jpg,ハゼ科,"全長：2cm
生息：-
分布：南シナ海
レア度：★★★★☆

人気：★★☆☆☆
撮り易さ：★★★☆☆",欠損,欠損
イソハゼ属の１種-5,-,isohaze5-1.jpg,ハゼ科,"全長：3cm
生息：サンゴ礁域の砂底。
分布：ニューカレドニア
レア度：★★★★★
人気：★★☆☆☆
撮り易さ：★★★☆☆
未記載種？",欠損,欠損
イソハゼ属の１種-6,-,isohaze6-1.jpg,ハゼ科,"全長：3cm
生息：サンゴ礁域の砂底。
分布：パラオ
レア度：★★★★★
人気：★★☆☆☆
撮り易さ：★★★☆☆",欠損,欠損
ベニハゼ属の1種-6,-,benihaze6-1.jpg,ハゼ科,"全長：3cm
生息：洞窟内の暗闇に生息する。
分布：パラオのシャンデリアケーブに生息していた
レア度：★★★★★
人気：★★★★☆

撮り易さ：★★★☆☆
大きな目と体後部の白色横帯が特徴。未記載種と思われる。",benihaze6-2.jpg,欠損
ベニハゼ属の1種-7,-,benihaze7-4.jpg,ハゼ科,"全長：3cm
生息：岩礁域、サンゴ礁域の礁斜面の洞穴や亀裂内で逆さまに泳ぐ。
分布：琉球列島、西太平洋
レア度：★★★★★
人気：★★★☆☆
撮り易さ：★★★☆☆
「改訂版　日本のハゼ」に記載のベニハゼ属の1種-9と思われる。",benihaze7-2.jpg,benihaze7-3.jpg
ベニハゼ属の1種-8,-,benihaze8-1.jpg,ハゼ科,"全長：4cm
生息：岩礁域、サンゴ礁域の礁斜面の洞穴や亀裂内で逆さまに泳ぐ。
分布：パラオ
レア度：★★★★★
人気：★★★★☆

撮り易さ：★★★☆☆
未記載種？",欠損,欠損
ベニハゼ属の1種-9,-,benihaze9-1.jpg,ハゼ科,"全長：3cm
生息：岩礁域、サンゴ礁域の礁斜面の洞穴や亀裂内で逆さまに泳ぐ。
分布：八重山諸島、西太平洋
レア度：★★★★★
人気：★★★☆☆
撮り易さ：★★★☆☆",欠損,欠損
ベンケイハゼ,Girdled goby,benkeihaze2.jpg,ハゼ科,"全長：5cm
分布：伊豆諸島以南、インドから西部太平洋
レア度：★★★☆☆
人気：★★★☆☆
写真映え：★★★☆☆
岩礁の亀裂や洞穴",benkeihaze1.jpg,欠損
パリッドゴビー,Pallid Goby,pallidgoby3.jpg,ハゼ科,"全長：3cm
生息：サンゴ礁域のガレ場
分布：西大西洋、カリブ海
レア度：★★★☆☆
人気：★★☆☆☆
撮り易さ：★★★☆☆",pallidgoby2.jpg,pallidgoby1.jpg
キンセンハゼ,Hector's goby,kinsenhaze3.jpg,ハゼ科,"全長：5cm
生息：サンゴ根の周辺やガレ場。水深
2-10m。
分布：琉球列島、八重山諸島、インドから太平洋
レア度：★★★☆☆
人気：★★☆☆☆
撮り易さ：★★★☆☆",kinsenhaze1.jpg,kinsenhaze2.jpg
オビイソハゼ,Broad-banded pygmy goby,obiisohaze1.jpg,ハゼ科,"全長：2cm
生息：岩礁域、サンゴ礁域の礁斜面、ガレ場に生息する。
分布：伊豆半島以南の南日本、西太平洋
レア度：★★★★☆

人気：★★☆☆☆
撮り易さ：★★★☆☆",欠損,欠損
ベニハゼ属の1種-5,-,benihaze5-1.jpg,ハゼ科,"全長：-cm
生息：-
分布：-
レア度：★★★★☆

人気：★★☆☆☆
撮り易さ：★★★☆☆",欠損,欠損
アカイソハゼ,-,akaisohaze1.jpg,ハゼ科,"全長：4cm
生息：岩礁域、サンゴ礁域の礁斜面。水深
5-15m。
分布：静岡県以南の南日本
レア度：★★★☆☆
人気：★★☆☆☆
撮り易さ：★★★☆☆",akaisohaze2.jpg,akaisohaze4.jpg
ケショウハゼ,Spinecheek goby,keshouhaze6.jpg,ハゼ科,"全長：9cm
生息：内湾の泥底や砂泥底。水深
2-25m。
分布：琉球列島、八重山諸島、インドから太平洋
レア度：★★★★☆

人気：★★★☆☆
撮り易さ：★★☆☆☆",keshouhaze7.jpg,keshouhaze5.jpg
ダテハゼ属の1種-2,-,datehaze2-1.jpg,ハゼ科,"全長：8cm
生息：砂底や砂泥底でテッポウエビ類と共生する。
分布：パラオ
レア度：★★★★☆

人気：★★☆☆☆
撮り易さ：★★★☆☆
パラオにいたけど未記載種？",datehaze2-2.jpg,欠損
ベニハゼ属の1種-4,-,benihaze4-1.jpg,ハゼ科,"全長：3cm
生息：岩礁域、サンゴ礁域の礁斜面。水深
8-15m。
分布：八重山諸島、西太平洋
レア度：★★★★☆

人気：★★☆☆☆
撮り易さ：★★★☆☆
「改訂版　日本のハゼ」に記載のベニハゼ属の1種-3と思われる。",欠損,欠損
ガラスハゼ,Whip coral goby,garasuhaze4.jpg,ハゼ科,"全長：4cm
生息：ムチカラマツ類に着生。水深
5-35m。
分布：静岡県以南の南日本、インドから太平洋
レア度：★★★☆☆
人気：★★★☆☆
撮り易さ：★★★☆☆",garasuhaze3.jpg,garasuhaze1.jpg
ダテハゼ属の1種-1,-,datehaze1-1.jpg,ハゼ科,"全長：10cm
生息：砂底や砂泥底でテッポウエビ類と共生する。水深
10-30m。
分布：小笠原諸島、琉球列島、八重山諸島
レア度：★★★★☆

人気：★★☆☆☆
撮り易さ：★★★☆☆
「改訂版　日本のハゼ」に記載のダテハゼ属の1種-3と思われる。",datehaze1-2.jpg,datehaze1-3.jpg
ベニハゼ属の1種-2,-,benihaze2-1.jpg,ハゼ科,"全長：-cm
生息：-
分布：-
レア度：★★★★☆

人気：★★☆☆☆
撮り易さ：★★★☆☆",欠損,欠損
ベニハゼ属の1種-3,-,benihaze3-1.jpg,ハゼ科,"全長：-cm
生息：-
分布：-
レア度：★★★★☆

人気：★★☆☆☆
撮り易さ：★★★☆☆",欠損,欠損
ベニハゼ属の1種-1,-,benihaze1-1.jpg,ハゼ科,"全長：3cm
生息：岩礁域、サンゴ礁域の礁斜面。水深
6-40m。
分布：琉球列島、八重山諸島
レア度：★★★★☆

人気：★★☆☆☆
撮り易さ：★★★☆☆
「改訂版　日本のハゼ」に記載のベニハゼ属の1種-1と思われる。",benihaze1-2.jpg,欠損
ホムラハゼ,Spikefin goby,homurahaze1.jpg,ハゼ科,"全長：3cm
生息：サンゴ礁域のガレ場や小さな穴を巣として生息している。
分布：和歌山県以南の南日本、インドから太平洋
レア度：★★★★★
人気：★★★★★
撮り易さ：★☆☆☆☆
炎のような赤い鰭が特徴的。その美しさからダイバーの人気は高い。柏島や西表島などで見ることができる。",homurahaze2.jpg,欠損
ネジリンボウ,Yellownose prawn-goby,nejirinbou3.jpg,ハゼ科,"全長：7cm
生息：礫混じりの砂底でテッポウエビと共生する。水深
5-30m。
分布：千葉県以南の南日本、西太平洋
レア度：★★★★☆

人気：★★★★☆

撮り易さ：★★☆☆☆",nejirinbou5.jpg,nejirinbou2.jpg
サラサハゼ,Banded goby,sarasahaze2.jpg,ハゼ科,"全長：10cm
生息：内湾の砂泥底。水深
1-30m。
分布：静岡県以南の南日本、インドから太平洋
レア度：★★☆☆☆
人気：★★☆☆☆
撮り易さ：★★★☆☆",sarasahaze4.jpg,sarasahaze6.jpg
ノボリハゼ,Sharptail goby,noborihaze1.jpg,ハゼ科,"全長：12cm
生息：河川の河口域、マングローブ域
分布：千葉県以南の南日本、インドから西太平洋
レア度：★★★☆☆
人気：★☆☆☆☆
撮り易さ：★★☆☆☆",欠損,欠損
マダラハゼ,Largetooth goby,madarahaze1.jpg,ハゼ科,"全長：7cm
生息：サンゴ礁周辺の砂泥底や砂底。水深
1-15m。
分布：琉球列島、八重山諸島、インドから太平洋
レア度：★★★☆☆
人気：★☆☆☆☆
撮り易さ：★★★☆☆",madarahaze2.jpg,madarahaze4.jpg
